Part ID,Supplier,Target OEM,Plant Location,Lead Time (Days),Component Category,Stock Status,Batch Quantity,Unit Cost (INR),Total Batch Value (INR),GST Rate (%),GST Amount (INR),Final Value with GST (INR)
PRT-IND-200148,Tata AutoComp,Hero MotoCorp,Bengaluru,27,Exhaust,Overstocked,1524,"₹3,773.50","₹5,750,814.00",28,"₹1,610,227.92","₹7,361,041.92"
PRT-IND-200149,Endurance Tech,Bajaj Auto,Jamshedpur,30,Engine Core,Overstocked,1566,₹623.00,"₹975,618.00",28,"₹273,173.04","₹1,248,791.04"
PRT-IND-200150,Mahindra CIE,Bajaj Auto,Pune,8,Electrical & Sensor,Optimal Stock,878,"₹44,831.50","₹39,362,057.00",18,"₹7,085,170.26","₹46,447,227.26"
PRT-IND-200151,Tata AutoComp,Hyundai India,Coimbatore,6,Electrical & Sensor,Overstocked,1999,"₹18,749.50","₹37,480,250.50",18,"₹6,746,445.09","₹44,226,695.59"
PRT-IND-200152,Mahindra CIE,Hero MotoCorp,Anantapur,26,Exhaust,Optimal Stock,513,"₹25,405.00","₹13,032,765.00",28,"₹3,649,174.20","₹16,681,939.20"
PRT-IND-200153,Uno Minda,Bajaj Auto,Pune,9,Suspension,Overstocked,1658,"₹38,258.00","₹63,431,764.00",28,"₹17,760,893.92","₹81,192,657.92"
PRT-IND-200154,Tata AutoComp,Hero MotoCorp,Bengaluru,5,Exhaust,Optimal Stock,856,"₹46,569.00","₹39,863,064.00",28,"₹11,161,657.92","₹51,024,721.92"
PRT-IND-200155,Tata AutoComp,Tata Motors,Pune,20,Exhaust,Optimal Stock,883,"₹36,303.00","₹32,055,549.00",28,"₹8,975,553.72","₹41,031,102.72"
PRT-IND-200156,Mahindra CIE,Hero MotoCorp,Pune,24,Braking System,Overstocked,1243,"₹3,670.00","₹4,561,810.00",28,"₹1,277,306.80","₹5,839,116.80"
PRT-IND-200157,Tata AutoComp,Mahindra & Mahindra,Coimbatore,41,Engine Core,Overstocked,1682,"₹43,361.00","₹72,933,202.00",28,"₹20,421,296.56","₹93,354,498.56"
PRT-IND-200158,Mahindra CIE,Maruti Suzuki,Chennai,19,Braking System,Optimal Stock,985,"₹28,928.00","₹28,494,080.00",28,"₹7,978,342.40","₹36,472,422.40"
PRT-IND-200159,Mahindra CIE,TVS Motor,Pune,40,Suspension,Overstocked,1267,"₹4,901.50","₹6,210,200.50",28,"₹1,738,856.14","₹7,949,056.64"
PRT-IND-200160,Bharat Forge,TVS Motor,Gurugram,44,Electrical & Sensor,Overstocked,1798,"₹16,472.50","₹29,617,555.00",18,"₹5,331,159.90","₹34,948,714.90"
PRT-IND-200161,Tata AutoComp,Tata Motors,Chennai,30,Suspension,Optimal Stock,681,"₹48,866.00","₹33,277,746.00",28,"₹9,317,768.88","₹42,595,514.88"
PRT-IND-200162,Bharat Forge,Hyundai India,Gurugram,9,Exhaust,Overstocked,1256,"₹44,692.00","₹56,133,152.00",28,"₹15,717,282.56","₹71,850,434.56"
PRT-IND-200163,Tata AutoComp,Bajaj Auto,Coimbatore,29,Electrical & Sensor,Optimal Stock,451,"₹25,138.00","₹11,337,238.00",18,"₹2,040,702.84","₹13,377,940.84"
PRT-IND-200164,Bosch India,Hyundai India,Anantapur,9,Engine Core,Optimal Stock,746,"₹7,074.50","₹5,277,577.00",28,"₹1,477,721.56","₹6,755,298.56"
PRT-IND-200165,Motherson Sumi,Tata Motors,Gurugram,5,Transmission,Optimal Stock,1105,"₹28,948.00","₹31,987,540.00",28,"₹8,956,511.20","₹40,944,051.20"
PRT-IND-200166,Motherson Sumi,TVS Motor,Jamshedpur,42,Exhaust,Overstocked,1300,"₹30,996.00","₹40,294,800.00",28,"₹11,282,544.00","₹51,577,344.00"
PRT-IND-200167,Endurance Tech,TVS Motor,Pune,17,Suspension,Overstocked,1596,"₹10,563.50","₹16,859,346.00",28,"₹4,720,616.88","₹21,579,962.88"
PRT-IND-200168,Mahindra CIE,Hyundai India,Coimbatore,28,Engine Core,Overstocked,1647,"₹46,032.50","₹75,815,527.50",28,"₹21,228,347.70","₹97,043,875.20"
PRT-IND-200169,Tata AutoComp,Mahindra & Mahindra,Pune,31,Suspension,Overstocked,1521,"₹7,785.50","₹11,841,745.50",28,"₹3,315,688.74","₹15,157,434.24"
PRT-IND-200170,Motherson Sumi,TVS Motor,Pune,6,Electrical & Sensor,Overstocked,1215,"₹25,180.00","₹30,593,700.00",18,"₹5,506,866.00","₹36,100,566.00"
PRT-IND-200171,Motherson Sumi,Bajaj Auto,Coimbatore,39,Transmission,Optimal Stock,513,₹829.00,"₹425,277.00",28,"₹119,077.56","₹544,354.56"
PRT-IND-200172,Bharat Forge,Bajaj Auto,Pune,12,Electrical & Sensor,Optimal Stock,545,"₹42,287.00","₹23,046,415.00",18,"₹4,148,354.70","₹27,194,769.70"
PRT-IND-200173,Tata AutoComp,TVS Motor,Manesar,10,Braking System,Overstocked,1713,"₹6,337.50","₹10,856,137.50",28,"₹3,039,718.50","₹13,895,856.00"
PRT-IND-200174,Motherson Sumi,Maruti Suzuki,Chennai,22,Suspension,Overstocked,1795,"₹31,326.50","₹56,231,067.50",28,"₹15,744,698.90","₹71,975,766.40"
PRT-IND-200175,Bosch India,Hero MotoCorp,Jamshedpur,29,Transmission,Optimal Stock,986,"₹39,657.00","₹39,101,802.00",28,"₹10,948,504.56","₹50,050,306.56"
PRT-IND-200176,Mahindra CIE,Tata Motors,Gurugram,15,Suspension,Overstocked,1405,"₹34,099.50","₹47,909,797.50",28,"₹13,414,743.30","₹61,324,540.80"
PRT-IND-200177,Tata AutoComp,Mahindra & Mahindra,Manesar,25,Electrical & Sensor,Optimal Stock,674,"₹7,020.50","₹4,731,817.00",18,"₹851,727.06","₹5,583,544.06"
PRT-IND-200178,Bharat Forge,Maruti Suzuki,Pithampur,36,Transmission,Optimal Stock,737,"₹11,949.00","₹8,806,413.00",28,"₹2,465,795.64","₹11,272,208.64"
PRT-IND-200179,Motherson Sumi,Hero MotoCorp,Chennai,35,Braking System,Optimal Stock,584,"₹15,984.50","₹9,334,948.00",28,"₹2,613,785.44","₹11,948,733.44"
PRT-IND-200180,Mahindra CIE,Hero MotoCorp,Anantapur,29,Transmission,Overstocked,1582,"₹22,425.50","₹35,477,141.00",28,"₹9,933,599.48","₹45,410,740.48"
PRT-IND-200181,Tata AutoComp,Bajaj Auto,Gurugram,43,Transmission,Overstocked,1973,"₹2,873.00","₹5,668,429.00",28,"₹1,587,160.12","₹7,255,589.12"
PRT-IND-200182,Uno Minda,Mahindra & Mahindra,Gurugram,17,Engine Core,Reorder Needed,197,"₹49,512.00","₹9,753,864.00",28,"₹2,731,081.92","₹12,484,945.92"
PRT-IND-200183,Mahindra CIE,Tata Motors,Bengaluru,3,Engine Core,Overstocked,1693,"₹19,067.50","₹32,281,277.50",28,"₹9,038,757.70","₹41,320,035.20"
PRT-IND-200184,Mahindra CIE,Maruti Suzuki,Jamshedpur,13,Exhaust,Optimal Stock,939,"₹49,724.50","₹46,691,305.50",28,"₹13,073,565.54","₹59,764,871.04"
PRT-IND-200185,Mahindra CIE,TVS Motor,Pithampur,25,Transmission,Reorder Needed,173,"₹8,867.50","₹1,534,077.50",28,"₹429,541.70","₹1,963,619.20"
PRT-IND-200186,Tata AutoComp,Hyundai India,Bengaluru,16,Suspension,Optimal Stock,760,"₹4,013.50","₹3,050,260.00",28,"₹854,072.80","₹3,904,332.80"
PRT-IND-200187,Endurance Tech,Tata Motors,Anantapur,20,Transmission,Optimal Stock,531,"₹14,506.50","₹7,702,951.50",28,"₹2,156,826.42","₹9,859,777.92"
PRT-IND-200188,Motherson Sumi,Maruti Suzuki,Pithampur,25,Exhaust,Optimal Stock,1128,"₹10,938.00","₹12,338,064.00",28,"₹3,454,657.92","₹15,792,721.92"
PRT-IND-200189,Tata AutoComp,Maruti Suzuki,Manesar,22,Transmission,Overstocked,1828,"₹40,046.00","₹73,204,088.00",28,"₹20,497,144.64","₹93,701,232.64"
PRT-IND-200190,Bosch India,Mahindra & Mahindra,Pune,29,Transmission,Overstocked,1282,"₹1,551.50","₹1,989,023.00",28,"₹556,926.44","₹2,545,949.44"
PRT-IND-200191,Uno Minda,Bajaj Auto,Gurugram,9,Suspension,Overstocked,1904,"₹37,295.00","₹71,009,680.00",28,"₹19,882,710.40","₹90,892,390.40"
PRT-IND-200192,Mahindra CIE,Bajaj Auto,Gurugram,27,Exhaust,Optimal Stock,976,"₹7,982.50","₹7,790,920.00",28,"₹2,181,457.60","₹9,972,377.60"
PRT-IND-200193,Motherson Sumi,Bajaj Auto,Pithampur,14,Engine Core,Reorder Needed,253,"₹44,699.50","₹11,308,973.50",28,"₹3,166,512.58","₹14,475,486.08"
PRT-IND-200194,Bharat Forge,Mahindra & Mahindra,Anantapur,25,Transmission,Optimal Stock,368,"₹25,184.00","₹9,267,712.00",28,"₹2,594,959.36","₹11,862,671.36"
PRT-IND-200195,Uno Minda,Hyundai India,Manesar,20,Braking System,Optimal Stock,1127,"₹3,764.50","₹4,242,591.50",28,"₹1,187,925.62","₹5,430,517.12"
PRT-IND-200196,Uno Minda,Hero MotoCorp,Chennai,9,Suspension,Optimal Stock,1161,"₹39,416.00","₹45,761,976.00",28,"₹12,813,353.28","₹58,575,329.28"
PRT-IND-200197,Endurance Tech,Maruti Suzuki,Jamshedpur,28,Electrical & Sensor,Overstocked,1545,"₹14,773.00","₹22,824,285.00",18,"₹4,108,371.30","₹26,932,656.30"
PRT-IND-200198,Mahindra CIE,Hero MotoCorp,Chennai,9,Electrical & Sensor,Optimal Stock,609,"₹1,421.00","₹865,389.00",18,"₹155,770.02","₹1,021,159.02"
PRT-IND-200199,Tata AutoComp,Tata Motors,Gurugram,5,Electrical & Sensor,Optimal Stock,984,"₹38,690.50","₹38,071,452.00",18,"₹6,852,861.36","₹44,924,313.36"
PRT-IND-200200,Endurance Tech,Mahindra & Mahindra,Anantapur,23,Engine Core,Optimal Stock,1096,"₹29,649.00","₹32,495,304.00",28,"₹9,098,685.12","₹41,593,989.12"
PRT-IND-200201,Bharat Forge,Maruti Suzuki,Gurugram,35,Electrical & Sensor,Optimal Stock,640,"₹17,167.00","₹10,986,880.00",18,"₹1,977,638.40","₹12,964,518.40"
PRT-IND-200202,Bharat Forge,TVS Motor,Chennai,18,Suspension,Overstocked,1224,"₹40,320.50","₹49,352,292.00",28,"₹13,818,641.76","₹63,170,933.76"
PRT-IND-200203,Motherson Sumi,TVS Motor,Anantapur,13,Braking System,Overstocked,1871,"₹11,952.00","₹22,362,192.00",28,"₹6,261,413.76","₹28,623,605.76"
PRT-IND-200204,Mahindra CIE,Hero MotoCorp,Pithampur,19,Suspension,Optimal Stock,1165,"₹34,910.50","₹40,670,732.50",28,"₹11,387,805.10","₹52,058,537.60"
PRT-IND-200205,Uno Minda,Maruti Suzuki,Gurugram,5,Engine Core,Optimal Stock,439,"₹21,031.00","₹9,232,609.00",28,"₹2,585,130.52","₹11,817,739.52"
PRT-IND-200206,Bosch India,Bajaj Auto,Coimbatore,22,Exhaust,Overstocked,1223,"₹15,989.00","₹19,554,547.00",28,"₹5,475,273.16","₹25,029,820.16"
PRT-IND-200207,Tata AutoComp,Hero MotoCorp,Manesar,13,Engine Core,Overstocked,1501,"₹31,908.00","₹47,893,908.00",28,"₹13,410,294.24","₹61,304,202.24"
PRT-IND-200208,Endurance Tech,Tata Motors,Pithampur,36,Suspension,Overstocked,1301,"₹49,098.00","₹63,876,498.00",28,"₹17,885,419.44","₹81,761,917.44"
PRT-IND-200209,Tata AutoComp,Hero MotoCorp,Pune,24,Electrical & Sensor,Overstocked,1225,"₹28,595.00","₹35,028,875.00",18,"₹6,305,197.50","₹41,334,072.50"
PRT-IND-200210,Mahindra CIE,TVS Motor,Bengaluru,37,Engine Core,Overstocked,1932,"₹22,409.50","₹43,295,154.00",28,"₹12,122,643.12","₹55,417,797.12"
PRT-IND-200211,Endurance Tech,Hyundai India,Pune,13,Braking System,Optimal Stock,504,"₹17,764.50","₹8,953,308.00",28,"₹2,506,926.24","₹11,460,234.24"
PRT-IND-200212,Mahindra CIE,Mahindra & Mahindra,Pithampur,42,Electrical & Sensor,Overstocked,1920,"₹7,886.00","₹15,141,120.00",18,"₹2,725,401.60","₹17,866,521.60"
PRT-IND-200213,Bosch India,Tata Motors,Pithampur,4,Engine Core,Optimal Stock,305,"₹31,189.50","₹9,512,797.50",28,"₹2,663,583.30","₹12,176,380.80"
PRT-IND-200214,Uno Minda,TVS Motor,Jamshedpur,19,Braking System,Optimal Stock,1194,"₹30,620.00","₹36,560,280.00",28,"₹10,236,878.40","₹46,797,158.40"
PRT-IND-200215,Uno Minda,Hero MotoCorp,Bengaluru,30,Engine Core,Optimal Stock,494,"₹5,882.50","₹2,905,955.00",28,"₹813,667.40","₹3,719,622.40"
PRT-IND-200216,Endurance Tech,TVS Motor,Bengaluru,11,Transmission,Optimal Stock,921,"₹23,093.00","₹21,268,653.00",28,"₹5,955,222.84","₹27,223,875.84"
PRT-IND-200217,Bosch India,TVS Motor,Sanand,15,Engine Core,Optimal Stock,1152,"₹33,110.50","₹38,143,296.00",28,"₹10,680,122.88","₹48,823,418.88"
PRT-IND-200218,Endurance Tech,TVS Motor,Chennai,8,Engine Core,Optimal Stock,366,₹720.50,"₹263,703.00",28,"₹73,836.84","₹337,539.84"
PRT-IND-200219,Mahindra CIE,Tata Motors,Manesar,24,Electrical & Sensor,Overstocked,1402,"₹18,124.50","₹25,410,549.00",18,"₹4,573,898.82","₹29,984,447.82"
PRT-IND-200220,Tata AutoComp,Mahindra & Mahindra,Pune,5,Transmission,Overstocked,1368,"₹48,510.00","₹66,361,680.00",28,"₹18,581,270.40","₹84,942,950.40"
PRT-IND-200221,Uno Minda,Hyundai India,Jamshedpur,13,Exhaust,Optimal Stock,819,"₹12,199.00","₹9,990,981.00",28,"₹2,797,474.68","₹12,788,455.68"
PRT-IND-200222,Bharat Forge,Bajaj Auto,Jamshedpur,41,Braking System,Reorder Needed,59,"₹28,683.50","₹1,692,326.50",28,"₹473,851.42","₹2,166,177.92"
PRT-IND-200223,Mahindra CIE,Bajaj Auto,Pithampur,34,Electrical & Sensor,Optimal Stock,1054,"₹15,476.00","₹16,311,704.00",18,"₹2,936,106.72","₹19,247,810.72"
PRT-IND-200224,Motherson Sumi,Bajaj Auto,Pithampur,31,Suspension,Optimal Stock,1072,"₹14,770.00","₹15,833,440.00",28,"₹4,433,363.20","₹20,266,803.20"
PRT-IND-200225,Motherson Sumi,TVS Motor,Pithampur,26,Exhaust,Optimal Stock,721,"₹8,793.50","₹6,340,113.50",28,"₹1,775,231.78","₹8,115,345.28"
PRT-IND-200226,Motherson Sumi,Bajaj Auto,Gurugram,17,Exhaust,Overstocked,1957,"₹6,030.50","₹11,801,688.50",28,"₹3,304,472.78","₹15,106,161.28"
PRT-IND-200227,Endurance Tech,Bajaj Auto,Jamshedpur,9,Braking System,Optimal Stock,784,"₹42,564.50","₹33,370,568.00",28,"₹9,343,759.04","₹42,714,327.04"
PRT-IND-200228,Tata AutoComp,Hyundai India,Pune,8,Engine Core,Overstocked,1910,"₹3,093.50","₹5,908,585.00",28,"₹1,654,403.80","₹7,562,988.80"
PRT-IND-200229,Endurance Tech,Tata Motors,Manesar,6,Transmission,Optimal Stock,866,"₹24,491.50","₹21,209,639.00",28,"₹5,938,698.92","₹27,148,337.92"
PRT-IND-200230,Bharat Forge,Maruti Suzuki,Pune,7,Transmission,Reorder Needed,232,"₹19,060.00","₹4,421,920.00",28,"₹1,238,137.60","₹5,660,057.60"
PRT-IND-200231,Mahindra CIE,Tata Motors,Chennai,3,Braking System,Optimal Stock,1094,"₹16,200.00","₹17,722,800.00",28,"₹4,962,384.00","₹22,685,184.00"
PRT-IND-200232,Uno Minda,Maruti Suzuki,Sanand,4,Braking System,Reorder Needed,267,"₹2,688.00","₹717,696.00",28,"₹200,954.88","₹918,650.88"
PRT-IND-200233,Endurance Tech,Maruti Suzuki,Sanand,3,Engine Core,Optimal Stock,310,"₹1,503.00","₹465,930.00",28,"₹130,460.40","₹596,390.40"
PRT-IND-200234,Motherson Sumi,Hero MotoCorp,Sanand,29,Suspension,Overstocked,1445,"₹43,841.00","₹63,350,245.00",28,"₹17,738,068.60","₹81,088,313.60"
PRT-IND-200235,Bosch India,Hero MotoCorp,Sanand,6,Electrical & Sensor,Optimal Stock,360,"₹6,661.00","₹2,397,960.00",18,"₹431,632.80","₹2,829,592.80"
PRT-IND-200236,Motherson Sumi,Maruti Suzuki,Chennai,9,Electrical & Sensor,Overstocked,1719,"₹41,498.00","₹71,335,062.00",18,"₹12,840,311.16","₹84,175,373.16"
PRT-IND-200237,Uno Minda,Mahindra & Mahindra,Manesar,24,Transmission,Overstocked,1714,"₹20,935.00","₹35,882,590.00",28,"₹10,047,125.20","₹45,929,715.20"
PRT-IND-200238,Mahindra CIE,Tata Motors,Sanand,41,Electrical & Sensor,Overstocked,1999,"₹34,320.00","₹68,605,680.00",18,"₹12,349,022.40","₹80,954,702.40"
PRT-IND-200239,Mahindra CIE,Mahindra & Mahindra,Pune,22,Engine Core,Optimal Stock,324,"₹41,253.50","₹13,366,134.00",28,"₹3,742,517.52","₹17,108,651.52"
PRT-IND-200240,Endurance Tech,Mahindra & Mahindra,Coimbatore,22,Electrical & Sensor,Optimal Stock,818,"₹20,384.00","₹16,674,112.00",18,"₹3,001,340.16","₹19,675,452.16"
PRT-IND-200241,Uno Minda,Maruti Suzuki,Coimbatore,25,Engine Core,Optimal Stock,760,"₹31,437.50","₹23,892,500.00",28,"₹6,689,900.00","₹30,582,400.00"
PRT-IND-200242,Mahindra CIE,Hyundai India,Pune,20,Transmission,Optimal Stock,600,"₹13,200.00","₹7,920,000.00",28,"₹2,217,600.00","₹10,137,600.00"
PRT-IND-200243,Bharat Forge,TVS Motor,Anantapur,43,Transmission,Reorder Needed,295,"₹13,134.50","₹3,874,677.50",28,"₹1,084,909.70","₹4,959,587.20"
PRT-IND-200244,Bosch India,Mahindra & Mahindra,Sanand,39,Electrical & Sensor,Overstocked,1303,"₹47,393.50","₹61,753,730.50",18,"₹11,115,671.49","₹72,869,401.99"
PRT-IND-200245,Mahindra CIE,Tata Motors,Anantapur,34,Electrical & Sensor,Optimal Stock,817,"₹27,400.50","₹22,386,208.50",18,"₹4,029,517.53","₹26,415,726.03"
PRT-IND-200246,Endurance Tech,TVS Motor,Pune,43,Suspension,Overstocked,1272,"₹26,070.50","₹33,161,676.00",28,"₹9,285,269.28","₹42,446,945.28"
PRT-IND-200247,Tata AutoComp,TVS Motor,Pune,12,Transmission,Overstocked,1746,"₹28,580.50","₹49,901,553.00",28,"₹13,972,434.84","₹63,873,987.84"
PRT-IND-200248,Motherson Sumi,Bajaj Auto,Coimbatore,23,Braking System,Overstocked,1708,"₹2,191.50","₹3,743,082.00",28,"₹1,048,062.96","₹4,791,144.96"
PRT-IND-200249,Motherson Sumi,Hero MotoCorp,Manesar,37,Transmission,Reorder Needed,219,"₹8,601.00","₹1,883,619.00",28,"₹527,413.32","₹2,411,032.32"
PRT-IND-200250,Uno Minda,Bajaj Auto,Sanand,27,Electrical & Sensor,Reorder Needed,249,"₹39,656.00","₹9,874,344.00",18,"₹1,777,381.92","₹11,651,725.92"
PRT-IND-200251,Motherson Sumi,TVS Motor,Pithampur,36,Suspension,Optimal Stock,785,"₹9,668.00","₹7,589,380.00",28,"₹2,125,026.40","₹9,714,406.40"
PRT-IND-200252,Endurance Tech,Mahindra & Mahindra,Sanand,29,Electrical & Sensor,Optimal Stock,530,"₹22,442.00","₹11,894,260.00",18,"₹2,140,966.80","₹14,035,226.80"
PRT-IND-200253,Motherson Sumi,Hyundai India,Bengaluru,38,Suspension,Overstocked,1615,"₹5,558.00","₹8,976,170.00",28,"₹2,513,327.60","₹11,489,497.60"
PRT-IND-200254,Endurance Tech,Hyundai India,Gurugram,30,Exhaust,Overstocked,1280,"₹41,003.00","₹52,483,840.00",28,"₹14,695,475.20","₹67,179,315.20"
PRT-IND-200255,Motherson Sumi,Maruti Suzuki,Jamshedpur,9,Engine Core,Optimal Stock,480,"₹16,283.00","₹7,815,840.00",28,"₹2,188,435.20","₹10,004,275.20"
PRT-IND-200256,Uno Minda,Hero MotoCorp,Chennai,13,Electrical & Sensor,Reorder Needed,172,"₹44,894.00","₹7,721,768.00",18,"₹1,389,918.24","₹9,111,686.24"
PRT-IND-200257,Endurance Tech,TVS Motor,Pithampur,33,Suspension,Optimal Stock,1137,"₹11,689.00","₹13,290,393.00",28,"₹3,721,310.04","₹17,011,703.04"
PRT-IND-200258,Endurance Tech,Maruti Suzuki,Pithampur,6,Electrical & Sensor,Reorder Needed,90,"₹34,863.00","₹3,137,670.00",18,"₹564,780.60","₹3,702,450.60"
PRT-IND-200259,Endurance Tech,TVS Motor,Anantapur,37,Exhaust,Optimal Stock,460,"₹19,289.00","₹8,872,940.00",28,"₹2,484,423.20","₹11,357,363.20"
PRT-IND-200260,Tata AutoComp,Tata Motors,Sanand,35,Transmission,Optimal Stock,319,"₹10,194.50","₹3,252,045.50",28,"₹910,572.74","₹4,162,618.24"
PRT-IND-200261,Bharat Forge,Mahindra & Mahindra,Gurugram,26,Electrical & Sensor,Optimal Stock,878,"₹21,634.00","₹18,994,652.00",18,"₹3,419,037.36","₹22,413,689.36"
PRT-IND-200262,Tata AutoComp,Maruti Suzuki,Chennai,21,Braking System,Optimal Stock,1037,"₹11,201.50","₹11,615,955.50",28,"₹3,252,467.54","₹14,868,423.04"
PRT-IND-200263,Bosch India,Hyundai India,Pithampur,35,Exhaust,Reorder Needed,105,"₹29,284.50","₹3,074,872.50",28,"₹860,964.30","₹3,935,836.80"
PRT-IND-200264,Bosch India,Maruti Suzuki,Sanand,16,Electrical & Sensor,Optimal Stock,479,"₹34,720.50","₹16,631,119.50",18,"₹2,993,601.51","₹19,624,721.01"
PRT-IND-200265,Motherson Sumi,Tata Motors,Pune,28,Braking System,Optimal Stock,630,"₹17,518.00","₹11,036,340.00",28,"₹3,090,175.20","₹14,126,515.20"
PRT-IND-200266,Bosch India,Hero MotoCorp,Gurugram,40,Exhaust,Optimal Stock,845,"₹19,754.50","₹16,692,552.50",28,"₹4,673,914.70","₹21,366,467.20"
PRT-IND-200267,Mahindra CIE,TVS Motor,Pithampur,5,Braking System,Optimal Stock,332,"₹32,015.50","₹10,629,146.00",28,"₹2,976,160.88","₹13,605,306.88"
PRT-IND-200268,Mahindra CIE,Hero MotoCorp,Pune,31,Electrical & Sensor,Overstocked,1541,"₹40,017.50","₹61,666,967.50",18,"₹11,100,054.15","₹72,767,021.65"
PRT-IND-200269,Mahindra CIE,TVS Motor,Chennai,28,Transmission,Optimal Stock,728,"₹18,582.50","₹13,528,060.00",28,"₹3,787,856.80","₹17,315,916.80"
PRT-IND-200270,Uno Minda,Tata Motors,Anantapur,33,Engine Core,Optimal Stock,423,"₹11,394.00","₹4,819,662.00",28,"₹1,349,505.36","₹6,169,167.36"
PRT-IND-200271,Motherson Sumi,Hyundai India,Anantapur,39,Braking System,Overstocked,1771,"₹33,467.00","₹59,270,057.00",28,"₹16,595,615.96","₹75,865,672.96"
PRT-IND-200272,Bharat Forge,TVS Motor,Anantapur,31,Braking System,Overstocked,1585,"₹30,874.00","₹48,935,290.00",28,"₹13,701,881.20","₹62,637,171.20"
PRT-IND-200273,Uno Minda,Bajaj Auto,Jamshedpur,4,Engine Core,Optimal Stock,1153,"₹21,032.50","₹24,250,472.50",28,"₹6,790,132.30","₹31,040,604.80"
PRT-IND-200274,Tata AutoComp,Bajaj Auto,Coimbatore,13,Suspension,Optimal Stock,797,"₹36,837.50","₹29,359,487.50",28,"₹8,220,656.50","₹37,580,144.00"
PRT-IND-200275,Tata AutoComp,Bajaj Auto,Bengaluru,38,Electrical & Sensor,Optimal Stock,1010,"₹38,013.00","₹38,393,130.00",18,"₹6,910,763.40","₹45,303,893.40"
PRT-IND-200276,Bharat Forge,Tata Motors,Pithampur,42,Suspension,Reorder Needed,59,"₹32,454.50","₹1,914,815.50",28,"₹536,148.34","₹2,450,963.84"
PRT-IND-200277,Motherson Sumi,Mahindra & Mahindra,Sanand,23,Engine Core,Overstocked,1768,₹747.00,"₹1,320,696.00",28,"₹369,794.88","₹1,690,490.88"
PRT-IND-200278,Endurance Tech,Maruti Suzuki,Manesar,28,Transmission,Overstocked,1627,"₹46,343.00","₹75,400,061.00",28,"₹21,112,017.08","₹96,512,078.08"
PRT-IND-200279,Bosch India,TVS Motor,Sanand,30,Braking System,Overstocked,1386,"₹27,367.50","₹37,931,355.00",28,"₹10,620,779.40","₹48,552,134.40"
PRT-IND-200280,Endurance Tech,Hyundai India,Sanand,26,Suspension,Optimal Stock,1183,"₹24,661.00","₹29,173,963.00",28,"₹8,168,709.64","₹37,342,672.64"
PRT-IND-200281,Uno Minda,Bajaj Auto,Manesar,8,Braking System,Optimal Stock,904,"₹22,099.00","₹19,977,496.00",28,"₹5,593,698.88","₹25,571,194.88"
PRT-IND-200282,Bosch India,Maruti Suzuki,Sanand,30,Engine Core,Overstocked,1845,"₹26,322.00","₹48,564,090.00",28,"₹13,597,945.20","₹62,162,035.20"
PRT-IND-200283,Tata AutoComp,Hyundai India,Anantapur,9,Transmission,Overstocked,1912,"₹32,610.50","₹62,351,276.00",28,"₹17,458,357.28","₹79,809,633.28"
PRT-IND-200284,Bharat Forge,Hyundai India,Chennai,25,Transmission,Overstocked,1616,"₹31,768.50","₹51,337,896.00",28,"₹14,374,610.88","₹65,712,506.88"
PRT-IND-200285,Mahindra CIE,Maruti Suzuki,Pithampur,44,Transmission,Overstocked,1714,"₹28,621.50","₹49,057,251.00",28,"₹13,736,030.28","₹62,793,281.28"
PRT-IND-200286,Uno Minda,TVS Motor,Sanand,27,Engine Core,Optimal Stock,746,"₹49,556.00","₹36,968,776.00",28,"₹10,351,257.28","₹47,320,033.28"
PRT-IND-200287,Mahindra CIE,TVS Motor,Chennai,24,Braking System,Overstocked,1813,"₹24,502.00","₹44,422,126.00",28,"₹12,438,195.28","₹56,860,321.28"
PRT-IND-200288,Uno Minda,Hero MotoCorp,Sanand,44,Engine Core,Optimal Stock,828,"₹2,783.50","₹2,304,738.00",28,"₹645,326.64","₹2,950,064.64"
PRT-IND-200289,Endurance Tech,Mahindra & Mahindra,Bengaluru,31,Transmission,Optimal Stock,990,"₹38,599.50","₹38,213,505.00",28,"₹10,699,781.40","₹48,913,286.40"
PRT-IND-200290,Bharat Forge,Mahindra & Mahindra,Coimbatore,28,Transmission,Optimal Stock,925,"₹15,421.50","₹14,264,887.50",28,"₹3,994,168.50","₹18,259,056.00"
PRT-IND-200291,Mahindra CIE,Hyundai India,Manesar,38,Transmission,Overstocked,1360,"₹13,046.50","₹17,743,240.00",28,"₹4,968,107.20","₹22,711,347.20"
PRT-IND-200292,Tata AutoComp,Hyundai India,Chennai,33,Braking System,Overstocked,1545,"₹14,055.00","₹21,714,975.00",28,"₹6,080,193.00","₹27,795,168.00"
PRT-IND-200293,Motherson Sumi,Mahindra & Mahindra,Jamshedpur,35,Electrical & Sensor,Optimal Stock,582,"₹31,421.00","₹18,287,022.00",18,"₹3,291,663.96","₹21,578,685.96"
PRT-IND-200294,Endurance Tech,Hero MotoCorp,Coimbatore,38,Braking System,Overstocked,1741,"₹28,922.00","₹50,353,202.00",28,"₹14,098,896.56","₹64,452,098.56"
PRT-IND-200295,Endurance Tech,Mahindra & Mahindra,Sanand,40,Electrical & Sensor,Overstocked,1492,"₹26,500.00","₹39,538,000.00",18,"₹7,116,840.00","₹46,654,840.00"
